school_id,school,address,city,state,zip,level,year,short_year,latitude,longitude,black,hispanic,white,other
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2013-2014,13-14,38.5393903,-76.842783,123,20,391,53
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2013-2014,13-14,38.6439719,-76.9788876,586,72,146,97
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2013-2014,13-14,38.6148411,-76.8869156,728,71,408,80
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2013-2014,13-14,38.5194643,-76.9694544,89,38,481,65
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2013-2014,13-14,38.6237294,-76.9669182,1104,78,130,113
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2013-2014,13-14,38.6356456,-76.9808578,464,51,161,92
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2013-2014,13-14,38.6179674,-76.9467827,387,74,163,97
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2014-2015,14-15,38.6025938,-76.921812,288,60,60,58
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2014-2015,14-15,38.6015661,-76.8975434,509,48,73,63
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2014-2015,14-15,38.647895,-76.9595649,570,59,94,118
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2014-2015,14-15,38.6244091,-76.9372322,431,95,42,59
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2014-2015,14-15,38.633889,-76.9276741,378,53,84,85
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2014-2015,14-15,38.5947414,-76.9194692,246,44,82,54
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2014-2015,14-15,38.5690967,-77.0302076,83,25,315,61
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2014-2015,14-15,38.6081746,-76.9102497,245,75,55,56
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2014-2015,14-15,38.3595146,-76.9405281,42,15,323,43
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2014-2015,14-15,38.5951194,-76.9035827,306,40,60,43
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2014-2015,14-15,38.5609531,-77.1505342,143,9,186,39
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2014-2015,14-15,38.6028131,-77.1341113,278,7,231,51
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2014-2015,14-15,38.5794444,-77.1276389,605,29,365,67
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2014-2015,14-15,38.6005716,-77.1663546,263,22,157,48
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2014-2015,14-15,38.6148405,-77.074977,473,61,93,85
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2014-2015,14-15,38.6222194,-76.8892106,395,81,92,70
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2014-2015,14-15,38.6242651,-76.8882182,416,65,257,53
80106,LA PLATA HIGH SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2014-2015,14-15,38.5462317,-76.9502506,250,40,861,120
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2014-2015,14-15,38.6167858,-76.7974684,155,23,206,46
80626,MARY B. NEAL ELEMENTARY SCHOOL,12105 St. Georges Drive,Waldorf,MD,20602,E,2014-2015,14-15,38.584929,-76.9031422,566,47,57,88
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2014-2015,14-15,38.5483416,-76.9560313,238,43,271,60
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2014-2015,14-15,38.64663,-76.96077,648,60,72,98
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2014-2015,14-15,38.6140072,-77.0769214,447,39,133,68
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2014-2015,14-15,38.5557,-77.035146,448,88,367,58
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2014-2015,14-15,38.523887,-76.972715,297,42,494,98
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2014-2015,14-15,38.4581783,-77.1805341,113,9,182,40
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2014-2015,14-15,38.641421,-76.977075,1091,91,500,236
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2014-2015,14-15,38.3617928,-76.9413607,64,19,304,37
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2014-2015,14-15,38.5703181,-77.0291001,31,4,12,4
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2014-2015,14-15,38.5393903,-76.842783,131,17,366,57
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2014-2015,14-15,38.6439719,-76.9788876,544,67,126,95
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2014-2015,14-15,38.6148411,-76.8869156,760,70,294,78
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2014-2015,14-15,38.5194643,-76.9694544,117,41,469,57
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2014-2015,14-15,38.6237294,-76.9669182,905,54,113,106
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2014-2015,14-15,38.6356456,-76.9808578,465,48,153,105
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2014-2015,14-15,38.6179674,-76.9467827,383,63,144,106
99999,ST. CHARLES HIGH SCHOOL,5305 Piney Church Road,Waldorf,MD,20602,H,2014-2015,14-15,38.564609,-76.909262,649,47,193,89
